                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                0.89954,                0.59763,                 1.0431,                0.72965,                0.68701,                0.74328,                0.44779,                 1.4225,                 1.0549,                 1.3967,              0.0013334,              0.0013334,              0.0013334
                    103,                0.88275,                0.59647,                 1.0464,                0.81864,                0.65455,                0.74437,                0.44937,                 1.4244,                 1.1264,                 1.4153,              0.0013268,              0.0013268,              0.0013268
                    104,                0.87767,                0.57994,                 1.0339,                0.78205,                  0.685,                0.74759,                0.47472,                 1.3954,                 1.0426,                 1.3822,              0.0013202,              0.0013202,              0.0013202
                    105,                0.89497,                0.59324,                 1.0515,                0.77641,                0.66294,                0.73305,                0.45643,                 1.3799,                 1.1091,                  1.379,              0.0013136,              0.0013136,              0.0013136
                    106,                0.88535,                0.58696,                 1.0439,                0.75498,                0.68163,                0.74081,                0.45788,                 1.3742,                 1.1127,                  1.367,               0.001307,               0.001307,               0.001307
                    107,                0.85989,                0.56711,                 1.0222,                0.76616,                0.67576,                 0.7422,                0.45729,                 1.4259,                 1.0341,                 1.4121,              0.0013004,              0.0013004,              0.0013004
                    108,                0.85018,                0.55998,                 1.0185,                0.77611,                0.68278,                0.72442,                0.46933,                 1.3564,                 1.1916,                 1.3419,              0.0012938,              0.0012938,              0.0012938
                    109,                 0.8418,                0.57814,                 1.0163,                0.80703,                0.64632,                 0.7468,                0.47796,                 1.4043,                 1.0832,                 1.3671,              0.0012872,              0.0012872,              0.0012872
                    110,                0.85143,                0.56682,                 1.0193,                0.79419,                 0.6303,                0.71708,                 0.4454,                 1.4489,                 1.1401,                 1.4532,              0.0012806,              0.0012806,              0.0012806
                    111,                0.84878,                0.56918,                 1.0224,                0.81201,                0.62829,                0.74287,                0.45493,                 1.4694,                 1.1479,                 1.4525,               0.001274,               0.001274,               0.001274
                    112,                  0.856,                  0.567,                 1.0232,                0.80711,                0.62121,                0.72894,                0.44931,                 1.4286,                 1.1032,                 1.3839,              0.0012674,              0.0012674,              0.0012674
                    113,                0.84253,                0.56657,                 1.0175,                0.85543,                0.64242,                0.75085,                0.45536,                 1.4817,                   1.09,                 1.4479,              0.0012608,              0.0012608,              0.0012608
                    114,                0.84659,                0.56664,                 1.0163,                0.83606,                0.61814,                0.74988,                0.46064,                 1.4493,                 1.0843,                 1.4172,              0.0012542,              0.0012542,              0.0012542
                    115,                0.84742,                0.55761,                  1.009,                0.76258,                0.65214,                  0.735,                0.43936,                 1.4361,                  1.168,                 1.4318,              0.0012476,              0.0012476,              0.0012476
                    116,                0.82955,                0.54418,                 1.0061,                0.80363,                0.66966,                0.74985,                0.45754,                 1.4249,                 1.1709,                 1.3987,               0.001241,               0.001241,               0.001241
                    117,                 0.8147,                0.53682,                 1.0004,                0.77422,                0.67576,                0.70457,                0.43232,                 1.4546,                 1.2429,                 1.4444,              0.0012344,              0.0012344,              0.0012344
                    118,                0.83921,                0.54252,                 1.0094,                0.82791,                0.62727,                0.70729,                0.42805,                 1.4659,                 1.2168,                 1.4567,              0.0012278,              0.0012278,              0.0012278
                    119,                0.81914,                0.55495,                 1.0175,                0.72876,                0.65758,                0.71342,                0.44013,                  1.427,                 1.1622,                 1.4222,              0.0012212,              0.0012212,              0.0012212
                    120,                0.78776,                0.53618,                 1.0026,                0.77545,                0.64545,                0.71076,                0.45105,                 1.4113,                 1.1897,                 1.4094,              0.0012146,              0.0012146,              0.0012146
                    121,                0.80563,                0.52502,                 1.0077,                0.79816,                0.63333,                0.73004,                  0.463,                 1.3578,                 1.1442,                 1.3503,               0.001208,               0.001208,               0.001208
                    122,                0.80107,                0.53451,                 1.0104,                0.78373,                0.62424,                0.71254,                0.44435,                 1.4143,                 1.1485,                 1.4065,              0.0012014,              0.0012014,              0.0012014
                    123,                0.79365,                0.50873,                0.98983,                0.74451,                0.66667,                0.73519,                0.45844,                  1.382,                 1.1172,                  1.363,              0.0011948,              0.0011948,              0.0011948
                    124,                0.80108,                0.53008,                0.99845,                0.75111,                0.67576,                0.72816,                0.46051,                 1.4051,                 1.1521,                 1.3813,              0.0011882,              0.0011882,              0.0011882
                    125,                0.79099,                 0.5163,                0.99635,                0.79901,                0.65054,                0.74927,                0.47642,                 1.3507,                 1.2315,                 1.3727,              0.0011816,              0.0011816,              0.0011816
                    126,                0.79159,                0.51246,                 1.0118,                0.77412,                 0.6303,                0.70864,                0.44525,                 1.3525,                 1.2516,                 1.3611,               0.001175,               0.001175,               0.001175
                    127,                0.79082,                0.50973,                0.98457,                0.79937,                0.58788,                0.70744,                0.44428,                 1.4116,                 1.2597,                  1.368,              0.0011684,              0.0011684,              0.0011684
                    128,                0.80628,                0.52858,                0.99656,                0.71933,                0.60606,                0.69565,                0.43156,                 1.4036,                  1.236,                 1.3894,              0.0011618,              0.0011618,              0.0011618
                    129,                0.77669,                0.51894,                0.98848,                0.77122,                0.65376,                0.72869,                0.45991,                 1.4109,                 1.2164,                 1.4064,              0.0011552,              0.0011552,              0.0011552
                    130,                0.75637,                0.49352,                0.97297,                0.78192,                0.66364,                0.73489,                0.45474,                 1.3754,                 1.1639,                 1.3815,              0.0011486,              0.0011486,              0.0011486
                    131,                0.75585,                0.49848,                0.98222,                0.81875,                0.60229,                0.71578,                0.45389,                 1.3631,                 1.2171,                 1.3441,               0.001142,               0.001142,               0.001142
                    132,                0.77132,                0.51916,                0.98263,                0.78942,                0.65152,                0.73581,                0.46194,                 1.3912,                 1.2063,                 1.3871,              0.0011354,              0.0011354,              0.0011354
                    133,                0.78135,                0.50761,                0.99281,                0.83305,                0.62121,                 0.7278,                0.46677,                 1.3423,                 1.2973,                 1.3368,              0.0011288,              0.0011288,              0.0011288
                    134,                0.73779,                0.48701,                0.97245,                 0.7618,                 0.6697,                0.74182,                0.47355,                 1.4172,                 1.2388,                  1.387,              0.0011222,              0.0011222,              0.0011222
                    135,                 0.7577,                0.50458,                0.98654,                0.80116,                0.65931,                0.73303,                 0.4548,                 1.4059,                 1.1709,                 1.4136,              0.0011156,              0.0011156,              0.0011156
                    136,                0.77705,                0.49443,                 0.9907,                0.79034,                0.63971,                0.72501,                 0.4574,                  1.388,                 1.1678,                 1.3959,               0.001109,               0.001109,               0.001109
                    137,                0.78608,                0.50447,                0.98884,                0.88504,                0.62424,                0.74557,                0.48334,                 1.3686,                 1.1648,                 1.3699,              0.0011024,              0.0011024,              0.0011024
                    138,                0.73919,                0.48189,                0.96892,                0.82776,                0.59091,                0.72487,                0.45627,                  1.387,                 1.1604,                 1.3785,              0.0010958,              0.0010958,              0.0010958
                    139,                0.74934,                0.48375,                0.97193,                0.75913,                0.64242,                0.72538,                0.45624,                 1.4009,                  1.165,                 1.3982,              0.0010892,              0.0010892,              0.0010892
                    140,                0.74631,                0.49455,                0.97494,                0.77173,                0.61212,                0.71471,                0.45044,                 1.4157,                 1.1526,                  1.428,              0.0010826,              0.0010826,              0.0010826
                    141,                0.77677,                0.51088,                  1.006,                0.80136,                0.62727,                0.72477,                  0.457,                 1.3858,                 1.1662,                 1.4268,               0.001076,               0.001076,               0.001076
                    142,                0.77246,                 0.4999,                0.97648,                0.74554,                0.71028,                 0.7512,                0.47169,                 1.3476,                 1.1967,                 1.3527,              0.0010694,              0.0010694,              0.0010694
                    143,                0.76917,                0.50006,                0.98486,                0.82081,                0.63854,                0.74134,                0.47415,                 1.3443,                 1.1151,                 1.3398,              0.0010628,              0.0010628,              0.0010628
                    144,                0.75559,                0.49278,                0.98515,                0.80658,                0.64449,                0.75723,                 0.4684,                 1.4402,                 1.1315,                 1.4053,              0.0010562,              0.0010562,              0.0010562
                    145,                0.76896,                0.50394,                0.98901,                0.77184,                0.65607,                0.71972,                0.45686,                 1.3834,                 1.2278,                 1.3702,              0.0010496,              0.0010496,              0.0010496
                    146,                0.74287,                0.48107,                0.96764,                0.82542,                 0.6303,                0.74472,                0.46496,                 1.3978,                 1.2037,                  1.427,               0.001043,               0.001043,               0.001043
                    147,                0.75799,                0.47919,                0.97455,                0.71907,                0.69697,                0.74776,                0.47133,                 1.3454,                  1.122,                 1.3722,              0.0010364,              0.0010364,              0.0010364
                    148,                0.71496,                0.47007,                0.97005,                0.76946,                0.64545,                0.73577,                 0.4477,                 1.4046,                 1.0857,                 1.4371,              0.0010298,              0.0010298,              0.0010298
                    149,                0.73645,                 0.4757,                0.98656,                0.78905,                 0.6574,                0.72226,                0.44337,                 1.4248,                 1.1171,                  1.431,              0.0010232,              0.0010232,              0.0010232
