                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    104,                 0.8225,                0.54737,                 1.0707,                0.77223,                0.67809,                0.74303,                0.46463,                  1.453,                 1.1983,                  1.598,              0.0013202,              0.0013202,              0.0013202
                    105,                 0.8217,                0.57104,                 1.0749,                0.85123,                0.62727,                0.73137,                0.45991,                 1.3987,                 1.3309,                 1.4832,              0.0013136,              0.0013136,              0.0013136
                    106,                0.83128,                0.56384,                 1.0812,                0.82604,                0.64754,                0.73649,                0.46641,                 1.3773,                 1.0559,                 1.4899,               0.001307,               0.001307,               0.001307
                    107,                0.81613,                0.55094,                 1.0613,                0.86587,                0.61818,                0.74364,                0.46217,                 1.4684,                 1.2087,                 1.5406,              0.0013004,              0.0013004,              0.0013004
                    108,                0.81037,                0.55008,                 1.0405,                0.77902,                0.63027,                0.69704,                0.42224,                 1.4368,                 1.2499,                 1.5751,              0.0012938,              0.0012938,              0.0012938
                    109,                0.81579,                0.56987,                 1.0594,                0.73579,                0.65152,                0.71762,                0.43756,                 1.4411,                 1.1421,                 1.5417,              0.0012872,              0.0012872,              0.0012872
                    110,                0.78877,                0.54377,                  1.045,                0.80727,                0.65758,                0.75309,                0.46492,                  1.354,                 1.1695,                 1.4811,              0.0012806,              0.0012806,              0.0012806
                    111,                0.79498,                0.53885,                 1.0532,                0.83162,                0.68485,                0.75509,                0.46342,                 1.4366,                 1.1324,                 1.5512,               0.001274,               0.001274,               0.001274
                    112,                0.80142,                0.53951,                  1.044,                0.73799,                0.68182,                0.73825,                0.45044,                 1.4325,                 1.1335,                 1.5519,              0.0012674,              0.0012674,              0.0012674
                    113,                0.79251,                0.54316,                 1.0464,                 0.7478,                0.69394,                 0.7287,                0.45332,                 1.4298,                 1.1665,                 1.5477,              0.0012608,              0.0012608,              0.0012608
                    114,                0.81068,                0.53483,                 1.0466,                0.81404,                0.62424,                 0.7255,                 0.4625,                 1.4092,                 1.1519,                 1.5426,              0.0012542,              0.0012542,              0.0012542
                    115,                0.78282,                0.52886,                 1.0218,                0.74284,                0.66667,                0.70444,                0.44118,                 1.4102,                 1.1042,                 1.5557,              0.0012476,              0.0012476,              0.0012476
                    116,                 0.7797,                0.51524,                  1.038,                0.76116,                0.70303,                0.74751,                 0.4706,                 1.4392,                 1.2234,                 1.5165,               0.001241,               0.001241,               0.001241
                    117,                0.77794,                0.51682,                 1.0302,                0.85827,                0.64225,                0.73208,                0.44407,                 1.4735,                 1.2721,                 1.5997,              0.0012344,              0.0012344,              0.0012344
                    118,                0.79635,                0.51688,                 1.0406,                0.81178,                0.66654,                 0.7319,                 0.4758,                 1.3685,                 1.2175,                 1.5038,              0.0012278,              0.0012278,              0.0012278
                    119,                0.77274,                0.51506,                 1.0419,                0.85663,                 0.6518,                0.75765,                0.48052,                 1.3397,                 1.2226,                 1.4737,              0.0012212,              0.0012212,              0.0012212
                    120,                0.75553,                0.51052,                 1.0351,                0.81566,                0.66061,                0.75447,                0.47073,                 1.3688,                  1.213,                 1.5025,              0.0012146,              0.0012146,              0.0012146
                    121,                0.76383,                 0.5109,                 1.0349,                0.84226,                0.64848,                0.74672,                0.45887,                 1.3541,                 1.2723,                 1.4618,               0.001208,               0.001208,               0.001208
                    122,                0.77021,                0.52729,                 1.0425,                0.77106,                0.67576,                0.72726,                0.45807,                 1.4017,                 1.2051,                  1.511,              0.0012014,              0.0012014,              0.0012014
                    123,                0.73837,                0.49937,                 1.0179,                0.69281,                0.68343,                 0.7137,                0.44903,                 1.3741,                 1.1964,                 1.5098,              0.0011948,              0.0011948,              0.0011948
                    124,                0.75532,                0.50347,                 1.0263,                0.73487,                0.67879,                0.72655,                 0.4484,                 1.3858,                 1.1832,                 1.5539,              0.0011882,              0.0011882,              0.0011882
                    125,                0.76122,                 0.5014,                 1.0269,                0.77573,                0.68485,                0.73267,                0.45237,                 1.3873,                 1.2517,                 1.5297,              0.0011816,              0.0011816,              0.0011816
                    126,                0.74777,                0.49986,                 1.0355,                0.81313,                0.65929,                0.72215,                0.44375,                 1.3956,                 1.1799,                 1.5598,               0.001175,               0.001175,               0.001175
                    127,                0.73713,                0.50436,                 1.0211,                0.84443,                0.62424,                0.73944,                0.45838,                 1.4246,                 1.1929,                 1.5615,              0.0011684,              0.0011684,              0.0011684
                    128,                0.75877,                0.51188,                 1.0374,                0.87153,                0.61515,                 0.7313,                0.45888,                 1.3958,                 1.2064,                 1.5276,              0.0011618,              0.0011618,              0.0011618
                    129,                0.74338,                0.49432,                 1.0131,                0.79228,                0.63571,                0.72714,                0.46113,                 1.3701,                 1.1977,                 1.5092,              0.0011552,              0.0011552,              0.0011552
                    130,                0.73178,                0.49362,                 1.0031,                0.80126,                0.64752,                0.73645,                0.45479,                 1.3991,                 1.0919,                 1.5001,              0.0011486,              0.0011486,              0.0011486
                    131,                0.71692,                0.48433,                 1.0086,                0.83514,                0.64242,                0.73347,                0.44657,                 1.4619,                 1.2206,                 1.5812,               0.001142,               0.001142,               0.001142
                    132,                0.72208,                0.49082,                 1.0104,                0.83486,                0.64344,                0.73565,                0.46599,                 1.4027,                 1.2331,                   1.56,              0.0011354,              0.0011354,              0.0011354
                    133,                0.71527,                0.48032,                 1.0116,                0.80678,                0.68788,                0.74292,                 0.4669,                 1.3421,                 1.1392,                 1.4899,              0.0011288,              0.0011288,              0.0011288
                    134,                0.69243,                0.46558,                 1.0003,                0.81152,                0.65758,                0.74114,                0.47998,                 1.3178,                 1.0925,                 1.4564,              0.0011222,              0.0011222,              0.0011222
                    135,                0.72452,                0.48832,                 1.0057,                0.78081,                0.70165,                0.74336,                0.46287,                 1.4046,                  1.108,                  1.525,              0.0011156,              0.0011156,              0.0011156
                    136,                0.71194,                0.47024,                 1.0154,                0.82541,                0.67273,                0.75073,                0.46451,                  1.359,                  1.145,                 1.4936,               0.001109,               0.001109,               0.001109
                    137,                 0.7257,                0.48629,                 1.0078,                 0.7762,                0.65163,                 0.6997,                0.43972,                 1.3817,                 1.1606,                 1.5045,              0.0011024,              0.0011024,              0.0011024
                    138,                 0.6917,                0.46625,                0.99354,                0.78187,                0.64545,                 0.7142,                0.44904,                 1.4123,                 1.1416,                 1.5193,              0.0010958,              0.0010958,              0.0010958
                    139,                0.71582,                0.46915,                  1.003,                0.79196,                    0.7,                0.74364,                0.46774,                 1.3671,                 1.0567,                 1.4988,              0.0010892,              0.0010892,              0.0010892
                    140,                0.70346,                0.47145,                 1.0003,                0.78891,                0.65758,                0.72946,                0.46844,                 1.3328,                 1.1628,                 1.4616,              0.0010826,              0.0010826,              0.0010826
                    141,                0.73228,                0.49072,                 1.0291,                0.82189,                0.70606,                0.74352,                0.46566,                 1.3425,                 1.1522,                 1.4732,               0.001076,               0.001076,               0.001076
                    142,                0.70697,                0.47139,                 0.9968,                0.75785,                0.68182,                0.72856,                0.45957,                 1.3856,                 1.3471,                 1.5164,              0.0010694,              0.0010694,              0.0010694
                    143,                0.69414,                0.47607,                  1.002,                0.73519,                0.68145,                0.73134,                 0.4614,                  1.332,                 1.2007,                  1.465,              0.0010628,              0.0010628,              0.0010628
                    144,                0.70378,                0.47815,                 1.0118,                0.82084,                0.63866,                0.72319,                0.44939,                 1.3924,                 1.1633,                 1.5119,              0.0010562,              0.0010562,              0.0010562
                    145,                0.70144,                0.47645,                 1.0065,                0.80826,                0.65758,                0.74287,                0.47003,                 1.4044,                 1.1194,                 1.5252,              0.0010496,              0.0010496,              0.0010496
                    146,                0.67757,                0.45032,                0.98003,                 0.7913,                0.67788,                0.75323,                 0.4867,                 1.3694,                 1.1607,                 1.4891,               0.001043,               0.001043,               0.001043
                    147,                0.72881,                0.46814,                 1.0065,                0.81338,                0.67358,                0.74452,                0.48096,                  1.342,                 1.1921,                   1.48,              0.0010364,              0.0010364,              0.0010364
