                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                   1.21,                0.98342,                 1.3835,                0.53039,                0.55786,                0.57022,                0.32597,                 1.6478,                 1.5889,                 1.6975,              0.0017096,              0.0017096,              0.0017096
                     46,                 1.1986,                0.96225,                 1.3398,                0.74329,                0.58786,                0.67263,                0.39146,                 1.4877,                 1.3637,                 1.5267,               0.001703,               0.001703,               0.001703
                     47,                 1.1883,                0.98125,                 1.3707,                0.81572,                0.55455,                0.66271,                0.36991,                 1.5405,                 1.4021,                 1.5839,              0.0016964,              0.0016964,              0.0016964
                     48,                 1.1932,                0.94984,                 1.3377,                0.71922,                0.55889,                0.62795,                0.35493,                 1.6269,                 1.3598,                 1.6404,              0.0016898,              0.0016898,              0.0016898
                     49,                 1.1751,                 0.9626,                   1.33,                0.67602,                0.57273,                0.63485,                0.36664,                 1.5003,                 1.3773,                 1.6033,              0.0016832,              0.0016832,              0.0016832
                     50,                 1.1494,                0.91943,                 1.3137,                0.68227,                0.61212,                0.65511,                0.38008,                 1.4748,                 1.2955,                 1.5759,              0.0016766,              0.0016766,              0.0016766
                     51,                 1.1362,                0.88637,                  1.308,                0.70253,                0.61515,                0.63478,                0.37636,                 1.4327,                 1.3346,                 1.5679,                0.00167,                0.00167,                0.00167
                     52,                  1.131,                0.91954,                 1.3099,                 0.7305,                    0.6,                0.67523,                0.40621,                 1.4132,                 1.3617,                   1.51,              0.0016634,              0.0016634,              0.0016634
                     53,                 1.1144,                0.88237,                 1.3053,                0.73871,                0.59113,                0.65255,                 0.3824,                 1.5722,                 1.4062,                 1.7212,              0.0016568,              0.0016568,              0.0016568
                     54,                 1.1357,                0.86119,                 1.3125,                0.77947,                0.60909,                0.71461,                0.42728,                 1.3893,                 1.1254,                 1.5262,              0.0016502,              0.0016502,              0.0016502
                     55,                  1.155,                0.90813,                 1.3305,                0.69394,                0.59776,                0.65172,                0.37365,                 1.5371,                 1.4379,                 1.5773,              0.0016436,              0.0016436,              0.0016436
                     56,                 1.1238,                0.86919,                 1.2875,                0.75633,                0.53612,                0.63271,                0.36519,                 1.5182,                 1.4067,                 1.6345,               0.001637,               0.001637,               0.001637
                     57,                 1.0952,                0.85731,                 1.2668,                0.69882,                0.62578,                0.69154,                0.39947,                 1.4654,                 1.2733,                 1.5384,              0.0016304,              0.0016304,              0.0016304
                     58,                 1.0859,                0.82797,                 1.2663,                0.68497,                0.60606,                0.68405,                0.38818,                  1.556,                 1.2743,                 1.5989,              0.0016238,              0.0016238,              0.0016238
                     59,                 1.1081,                0.84914,                 1.2855,                0.71977,                0.62727,                0.68597,                0.39925,                 1.5001,                 1.2287,                  1.583,              0.0016172,              0.0016172,              0.0016172
                     60,                 1.0814,                0.83311,                 1.2618,                0.76098,                 0.6303,                0.70292,                 0.4216,                 1.4812,                 1.1898,                 1.5413,              0.0016106,              0.0016106,              0.0016106
                     61,                 1.0765,                0.80755,                 1.2544,                0.70635,                0.54545,                0.62975,                0.36827,                  1.571,                 1.3685,                 1.6198,               0.001604,               0.001604,               0.001604
                     62,                  1.125,                0.86077,                 1.2793,                0.73284,                0.64005,                0.71396,                0.43162,                 1.4513,                 1.1809,                  1.509,              0.0015974,              0.0015974,              0.0015974
                     63,                 1.0873,                 0.8426,                 1.2923,                0.71621,                0.61515,                0.67504,                0.40922,                 1.3944,                 1.2907,                 1.4958,              0.0015908,              0.0015908,              0.0015908
                     64,                 1.0989,                0.85561,                 1.2807,                 0.7383,                0.63261,                0.69195,                0.40918,                 1.4825,                 1.1455,                 1.5734,              0.0015842,              0.0015842,              0.0015842
                     65,                 1.0864,                0.84424,                  1.287,                0.77216,                0.60303,                0.67702,                0.40453,                 1.4621,                 1.3415,                 1.5244,              0.0015776,              0.0015776,              0.0015776
                     66,                 1.0776,                0.81959,                 1.2695,                0.81914,                0.59697,                0.70538,                0.41229,                 1.4621,                 1.1597,                 1.5608,               0.001571,               0.001571,               0.001571
                     67,                 1.0794,                0.80411,                 1.2592,                0.64699,                0.63939,                0.66324,                0.38244,                  1.522,                 1.1924,                  1.641,              0.0015644,              0.0015644,              0.0015644
                     68,                 1.0804,                0.80958,                 1.2592,                0.72146,                0.59091,                0.66428,                0.37633,                 1.5902,                  1.338,                 1.7003,              0.0015578,              0.0015578,              0.0015578
                     69,                 1.0692,                0.82519,                 1.2546,                0.69183,                0.51702,                0.58467,                0.33207,                 1.6821,                 1.7232,                 1.7125,              0.0015512,              0.0015512,              0.0015512
                     70,                 1.0141,                0.76826,                 1.2391,                0.76286,                0.64242,                0.72504,                0.43763,                 1.3732,                 1.1138,                  1.538,              0.0015446,              0.0015446,              0.0015446
                     71,                  1.037,                0.78768,                 1.2451,                0.74823,                0.66667,                0.73386,                0.43744,                 1.4509,                 1.0976,                 1.5331,               0.001538,               0.001538,               0.001538
                     72,                 1.0316,                0.78968,                 1.2459,                0.76096,                0.60773,                0.70651,                0.40847,                  1.484,                 1.1584,                 1.5299,              0.0015314,              0.0015314,              0.0015314
